TEAMNAME,SHORTNAME,STADIUM,CHANTS SLOT,FLAG SLOT,PL.NAME 1,NR 1,PL.NAME 2,NR 2,PL.NAME 3,NR 3,PL.NAME 4,NR 4,PL.NAME 5,NR 5,PL.NAME 6,NR 6,PL.NAME 7,NR 7,PL.NAME 8,NR 8,PL.NAME 9,NR 9,PL.NAME 10,NR 10,PL.NAME 11,NR 11,PL.NAME 12,NR 12,PL.NAME 13,NR 13,PL.NAME 14,NR 14,PL.NAME 15,NR 15,PL.NAME 16,NR 16,PL.NAME 17,NR 17,PL.NAME 18,NR 18,PL.NAME 19,NR 19,PL.NAME 20,NR 20,PL.NAME 21,NR 21,PL.NAME 22,NR 22,PL.NAME 23,NR 23,PL.NAME 24,NR 24,PL.NAME 25,NR 25,PL.NAME 26,NR 26,PL.NAME 27,NR 27,PL.NAME 28,NR 28,PL.NAME 29,NR 29,PL.NAME 30,NR 30,PL.NAME 31,NR 31,PL.NAME 32,NR 32,LONG FK,SHORT FK,FK2,CORNER L,CORNER R,PENALTY,CAPTAIN,CB OVERLAP,GO UP 1,GO UP 2,GO UP 3,F0 PL1 X/Y,F0 PL2 X/Y,F0 PL3 X/Y,F0 PL4 X/Y,F0 PL5 X/Y,F0 PL6 X/Y,F0 PL7 X/Y,F0 PL8 X/Y,F0 PL9 X/Y,F0 PL10 X/Y,F0 PL11 X/Y,F0 ROLE PL1,F0 ROLE PL2,F0 ROLE PL3,F0 ROLE PL4,F0 ROLE PL5,F0 ROLE PL6,F0 ROLE PL7,F0 ROLE PL8,F0 ROLE PL9,F0 ROLE PL10,F0 ROLE PL11,F0 ATTACK PL1,F0 ATTACK PL2,F0 ATTACK PL3,F0 ATTACK PL4,F0 ATTACK PL5,F0 ATTACK PL6,F0 ATTACK PL7,F0 ATTACK PL8,F0 ATTACK PL9,F0 ATTACK PL10,F0 ATTACK PL11,F0 DEFENCE PL1,F0 DEFENCE PL2,F0 DEFENCE PL3,F0 DEFENCE PL4,F0 DEFENCE PL5,F0 DEFENCE PL6,F0 DEFENCE PL7,F0 DEFENCE PL8,F0 DEFENCE PL9,F0 DEFENCE PL10,F0 DEFENCE PL11,FA PL1 X/Y,FA PL2 X/Y,FA PL3 X/Y,FA PL4 X/Y,FA PL5 X/Y,FA PL6 X/Y,FA PL7 X/Y,FA PL8 X/Y,FA PL9 X/Y,FA PL10 X/Y,FA PL11 X/Y,FA ROLE PL1,FA ROLE PL2,FA ROLE PL3,FA ROLE PL4,FA ROLE PL5,FA ROLE PL6,FA ROLE PL7,FA ROLE PL8,FA ROLE PL9,FA ROLE PL10,FA ROLE PL11,FA ATTACK PL1,FA ATTACK PL2,FA ATTACK PL3,FA ATTACK PL4,FA ATTACK PL5,FA ATTACK PL6,FA ATTACK PL7,FA ATTACK PL8,FA ATTACK PL9,FA ATTACK PL10,FA ATTACK PL11,FA DEFENCE PL1,FA DEFENCE PL2,FA DEFENCE PL3,FA DEFENCE PL4,FA DEFENCE PL5,FA DEFENCE PL6,FA DEFENCE PL7,FA DEFENCE PL8,FA DEFENCE PL9,FA DEFENCE PL10,FA DEFENCE PL11,FB PL1 X/Y,FB PL2 X/Y,FB PL3 X/Y,FB PL4 X/Y,FB PL5 X/Y,FB PL6 X/Y,FB PL7 X/Y,FB PL8 X/Y,FB PL9 X/Y,FB PL10 X/Y,FB PL11 X/Y,FB ROLE PL1,FB ROLE PL2,FB ROLE PL3,FB ROLE PL4,FB ROLE PL5,FB ROLE PL6,FB ROLE PL7,FB ROLE PL8,FB ROLE PL9,FB ROLE PL10,FB ROLE PL11,FB ATTACK PL1,FB ATTACK PL2,FB ATTACK PL3,FB ATTACK PL4,FB ATTACK PL5,FB ATTACK PL6,FB ATTACK PL7,FB ATTACK PL8,FB ATTACK PL9,FB ATTACK PL10,FB ATTACK PL11,FB DEFENCE PL1,FB DEFENCE PL2,FB DEFENCE PL3,FB DEFENCE PL4,FB DEFENCE PL5,FB DEFENCE PL6,FB DEFENCE PL7,FB DEFENCE PL8,FB DEFENCE PL9,FB DEFENCE PL10,FB DEFENCE PL11,ORD 1,ORD 2,ORD 3,ORD 4,ORD 5,ORD 6,ORD 7,ORD 8,ORD 9,ORD 10,ORD 11,ORD 12,ORD 13,ORD 14,ORD 15,ORD 16,ORD 17,ORD 18,ORD 19,ORD 20,ORD 21,ORD 22,ORD 23,ORD 24,ORD 25,ORD 26,ORD 27,ORD 28,ORD 29,ORD 30,ORD 31,ORD 32,F0 AD CARD1,F0 AD CARD2,F0 AD CARD3,F0 AD CARD4,F0 AD CARD5,F0 AD CARD6,F0 AD CARD7,F0 AD CARD8,F0 AD CARD9,F0 AD CARD10,F0 AD CARD11,F0 TS PLAYER SUPP,F0 TS SUPP RANGE,F0 TS POS SWITCH,F0 TS ATT STYLE,F0 TS PRESSING,F0 TS DEF LINE,F0 TS COMPACTNESS,F0 TS DEF STRATEGY,FA AD CARD1,FA AD CARD2,FA AD CARD3,FA AD CARD4,FA AD CARD5,FA AD CARD6,FA AD CARD7,FA AD CARD8,FA AD CARD9,FA AD CARD10,FA AD CARD11,FA TS PLAYER SUPP,FA TS SUPP RANGE,FA TS POS SWITCH,FA TS ATT STYLE,FA TS PRESSING,FA TS DEF LINE,FA TS COMPACTNESS,FA TS DEF STRATEGY,FB AD CARD1,FB AD CARD2,FB AD CARD3,FB AD CARD4,FB AD CARD5,FB AD CARD6,FB AD CARD7,FB AD CARD8,FB AD CARD9,FB AD CARD10,FB AD CARD11,FB TS PLAYER SUPP,FB TS SUPP RANGE,FB TS POS SWITCH,FB TS ATT STYLE,FB TS PRESSING,FB TS DEF LINE,FB TS COMPACTNESS,FB TS DEF STRATEGY,TEAMNAME 1,TEAMNAME 2,TEAMNAME 3,TEAMNAME 4,TEAMNAME 5,TEAMNAME 6,TEAMNAME 7,TEAMNAME 8,TEAMNAME 9,TEAMNAME 10,TEAMNAME 11,TEAMNAME 12,TEAMNAME 13,TEAMNAME 14,TEAMNAME 15,TEAMNAME 16,TEAMNAME 17,TEAMNAME 18,TEAMNAME 19,TEAMNAME 20,TACTICAL ASSISTANCE 1,TACTICAL ASSISTANCE 2,TACTICAL ASSISTANCE 3,P.TACTICS 1,P.TACTICS 2,P.TACTICS 3
乌兹别克斯坦,UZB,9,16,79,NESTEROV,12,ISMAILOV,2,FILIPOSYAN,5,INOMOV,19,ANDREEV,14,AZIZ HAYDAROV,7,KAPADZE,18,HASANOV,16,MAGDEEV,20,SHADRIN,8,NASIMOV,11,T. JURAEV,1,ZUKHUROV,21,TUKHTAHUJAEV,6,MULLAJANOV,3,ISMATULLAEV,17,V. DENISOV,4,TURAEV,23,KARPENKO,22,AHMEDOV,9,DJEPAROV,10,TURSUNOV,13,GEYNRIKH,15,,255,,255,,255,,255,,255,,255,,255,,255,,255,8,8,5,8,4,10,6,255,255,255,255,-,11x64,11x40,13x91,14x9,23x58,26x42,32x84,32x13,39x60,42x44,0,7,1,9,8,14,10,23,22,40,36,0,16,16,16,16,68,16,16,16,40,0,1,1,1,1,2,0,1,1,1,1,1,-,11x64,11x40,13x91,14x9,23x58,26x42,32x84,32x13,39x60,42x44,0,7,1,9,8,14,10,23,22,40,36,0,16,16,16,16,68,16,16,16,40,0,1,1,1,1,2,0,1,1,1,1,1,-,11x64,11x40,13x91,14x9,23x58,26x42,32x84,32x13,39x60,42x44,0,7,1,9,8,14,10,23,22,40,36,0,16,16,16,16,68,16,16,16,40,0,1,1,1,1,2,0,1,1,1,1,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,12,10,13,8,14,14,11,0,2,2,2,2,2,2,2,2,2,2,2,12,10,13,8,14,14,11,0,2,2,2,2,2,2,2,2,2,2,2,12,10,13,8,14,14,11,0,Uzbekistan,OUZBéKISTAN,USBEKISTAN,UZBEKISTAN,UZBEKISTáN,烏兹别克斯坦,UZBEKISTAN,乌兹别克斯坦,UZBEKISTAN,UZBEKISTAN,UZBEQUIST?O,UZBEKISTáN,УЗБЕКИСТАН,ΟΥΖΜΠΕΚΙΣΤΑΝ,UZBEKISTAN,OEZBEKISTAN,UZBEQUIST?O,?ZBEK?STAN,UZBEKISTAN,UZBEKISTAN,1,3,2,2,0,0
新西兰,NZL,8,16,80,PASTON,1,SMITH,5,NELSEN,6,REID,2,LOCHHEAD,3,MCGLINCHEY,14,BROWN,8,BROCKIE,22,ROJAS,21,BARBAROUSES,11,WOOD,20,MOSS,12,GLEESON,13,BOXALL,19,BOYENS,16,VICELICH,15,SIGMUND,4,MICHAEL JAMES,23,MULLIGAN,17,CLAPHAM,18,BERTOS,7,SMELTZ,9,KILLEN,10,,255,,255,,255,,255,,255,,255,,255,,255,,255,5,5,6,5,5,10,2,255,255,255,255,-,8x66,8x38,9x90,13x8,25x62,21x44,33x85,32x21,41x62,42x43,0,7,1,9,8,14,10,23,22,40,36,0,0,0,0,17,68,0,48,12,24,0,1,1,1,0,1,1,0,1,1,1,1,-,8x66,8x38,9x90,13x8,25x62,21x44,33x85,32x21,41x62,42x43,0,7,1,9,8,14,10,23,22,40,36,0,0,0,0,17,68,0,48,12,24,0,1,1,1,0,1,1,0,1,1,1,1,-,8x66,8x38,9x90,13x8,25x62,21x44,33x85,32x21,41x62,42x43,0,7,1,9,8,14,10,23,22,40,36,0,0,0,0,17,68,0,48,12,24,0,1,1,1,0,1,1,0,1,1,1,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,10,5,7,10,10,7,8,1,2,2,2,2,2,2,2,2,2,2,2,10,5,7,10,10,7,8,1,2,2,2,2,2,2,2,2,2,2,2,10,5,7,10,10,7,8,1,New Zealand,NOUVELLE-ZéLANDE,NEUSEELAND,NUOVA ZELANDA,NUEVA ZELANDA,新西蘭,NEW ZEALAND,新西兰,NEW ZEALAND,NEW ZEALAND,NOVA ZEL?NDIA,NUEVA ZELANDA,НОВАЯ ЗЕЛАНДИЯ,ΝΕΑ ΖΗΛΑΝΔΙΑ,NYA ZEELAND,NIEUW-ZEELAND,NOVA ZEL?NDIA,YEN? ZELANDA,NEW ZEALAND,NEW ZEALAND,1,3,2,1,4,5
经典英格兰,CEN,35,16,81,DAVID SEAMAN,13,ADAMS,5,SOUTHGATE,15,MARTIN KEOWN,18,PEARCE,3,INCE,4,PLATT,12,MCMANAMAN,11,GASCOIGNE,19,WRIGHT,21,SHEARER,9,SHILTON,1,CAMPBELL,6,G. NEVILLE,2,SANSOM,17,ANDERTON,8,B. ROBSON,7,HODDLE,16,CHARLTON,20,SHERINGHAM,23,JOHN BARNES,14,WADDLE,22,LINEKER,10,,255,,255,,255,,255,,255,,255,,255,,255,,255,8,8,4,8,8,10,5,255,255,255,255,-,9x74,7x52,9x32,15x8,18x63,19x38,28x82,30x39,40x62,43x44,0,7,3,1,8,21,17,23,26,40,36,0,0,0,0,17,17,17,16,40,16,16,1,1,1,0,0,0,0,1,2,2,2,-,9x74,7x52,9x32,15x8,18x63,19x38,28x82,30x39,40x62,43x44,0,7,3,1,8,21,17,23,26,40,36,0,0,0,0,17,17,17,16,40,16,16,1,1,1,0,0,0,0,1,2,2,2,-,9x74,7x52,9x32,15x8,18x63,19x38,28x82,30x39,40x62,43x44,0,7,3,1,8,21,17,23,26,40,36,0,0,0,0,17,17,17,16,40,16,16,1,1,1,0,0,0,0,1,2,2,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,12,8,8,8,13,8,8,0,2,2,2,2,2,2,2,2,2,2,2,12,8,8,8,13,8,8,0,2,2,2,2,2,2,2,2,2,2,2,12,8,8,8,13,8,8,0,Classic England,ANGLETERRE CLASSIQUE,ENGLAND (KLASSISCH),INGHILTERRA CLASSICA,INGLATERRA CLáSICA,經典英格蘭,CLASSIC ENGLAND,经典英格兰,CLASSIC ENGLAND,CLASSIC ENGLAND,INGLATERRA CLáSSICA,INGLATERRA CLáSICA,КЛАСС. СБОРНАЯ АНГЛИИ,ΚΛΑΣΣΙΚΗ ΑΓΓΛΙΑ,KLASSISKA ENGLAND,KLASSIEK ENGELAND,CLáSSICO DA INGLATERRA,KLAS?K ?NG?LTERE,CLASSIC ENGLAND,CLASSIC ENGLAND,1,3,2,1,5,0
经典法国,CFR,34,16,82,BARTHEZ,16,DESAILLY,8,LAURENT BLANC,5,TELIN,15,LIZARAZU,3,DESCHAMPS,7,MAKELELE,6,PETIT,17,ZIDANE,10,DJORKAEFF,9,DUGARRY,21,COUPET,1,TRESOR,18,LEBOEUF,4,SAGNOL,12,CANDELA,2,KAREMBEU,19,VIEIRA,14,WILTORD,13,PLATINI,23,CANTONA,20,GUIVARCH,11,PAPIN,22,,255,,255,,255,,255,,255,,255,,255,,255,,255,8,8,9,8,8,8,5,255,255,255,255,-,10x63,10x41,12x88,12x16,22x60,20x40,28x29,32x71,39x38,43x57,0,7,1,9,8,14,10,19,26,33,38,0,1,1,17,17,0,0,17,0,40,17,1,1,1,0,1,1,1,0,2,2,1,-,10x63,10x41,12x88,12x16,22x60,20x40,28x29,32x71,39x38,43x57,0,7,1,9,8,14,10,19,26,33,38,0,1,1,17,17,0,0,17,0,40,17,1,1,1,0,1,1,1,0,2,2,1,-,10x63,10x41,12x88,12x16,22x60,20x40,28x29,32x71,39x38,43x57,0,7,1,9,8,14,10,19,26,33,38,0,1,1,17,17,0,0,17,0,40,17,1,1,1,0,1,1,1,0,2,2,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,8,14,14,13,9,9,8,0,2,2,2,2,2,2,2,2,2,2,2,8,14,14,13,9,9,8,0,2,2,2,2,2,2,2,2,2,2,2,8,14,14,13,9,9,8,0,Classic France,FRANCE CLASSIQUE,FRANKREICH (KLASSISCH),FRANCIA CLASSICA,FRANCIA CLáSICA,經典法國,CLASSIC FRANCE,经典法国,CLASSIC FRANCE,CLASSIC FRANCE,FRAN?A CLáSSICA,FRANCIA CLáSICA,КЛАСС. СБОРНАЯ ФРАНЦИИ,ΚΛΑΣΣΙΚΗ ΓΑΛΛΙΑ,KLASSISKA FRANKRIKE,KLASSIEK FRANKRIJK,CLáSSICO DA FRAN?A,KLAS?K FRANSA,CLASSIC FRANCE,CLASSIC FRANCE,1,3,2,3,0,0
经典德国,CGE,59,16,83,KAHN,12,JURGEN KOHLER,14,MATTHAUS,8,BUCHWALD,6,SAMMER,5,JEREMIES,21,SCHNEIDER,19,BREHME,3,DEISLER,23,MULLER,17,BIERHOFF,20,BODO ILLGNER,1,BECKENBAUER,4,HELMER,16,LINKE,22,ZIEGE,15,REUTER,2,HASSLER,10,RUMMENIGGE,11,LITTBARSKI,7,VOLLER,9,G. MULLER,13,KLINSMANN,18,,255,,255,,255,,255,,255,,255,,255,,255,,255,2,2,7,8,8,2,2,255,255,255,255,-,11x75,9x52,11x31,19x60,20x38,24x83,23x14,33x51,39x39,42x63,0,7,4,1,14,10,23,22,26,33,38,0,0,16,0,17,16,40,17,0,0,16,1,0,2,0,0,0,1,1,2,2,2,-,11x75,9x52,11x31,19x60,20x38,24x83,23x14,33x51,39x39,42x63,0,7,4,1,14,10,23,22,26,33,38,0,0,16,0,17,16,40,17,0,0,16,1,0,2,0,0,0,1,1,2,2,2,-,11x75,9x52,11x31,19x60,20x38,24x83,23x14,33x51,39x39,42x63,0,7,4,1,14,10,23,22,26,33,38,0,0,16,0,17,16,40,17,0,0,16,1,0,2,0,0,0,1,1,2,2,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,10,10,8,10,11,6,10,1,2,2,2,2,2,2,2,2,2,2,2,10,10,8,10,11,6,10,1,2,2,2,2,2,2,2,2,2,2,2,10,10,8,10,11,6,10,1,Classic Germany,ALLEMAGNE CLASSIQUE,DEUTSCHLAND (KLASSISCH),GERMANIA CLASSICA,ALEMANIA CLáSICA,經典德國,CLASSIC GERMANY,经典德国,CLASSIC GERMANY,CLASSIC GERMANY,ALEMANHA CLáSSICA,ALEMANIA CLáSICA,КЛАСС. СБОРНАЯ ГЕРМАНИИ,ΚΛΑΣΣΙΚΗ ΓΕΡΜΑΝΙΑ,KLASSISKA TYSKLAND,KLASSIEK DUITSLAND,CLáSSICO DA ALEMANHA,KLAS?K ALMANYA,CLASSIC GERMANY,CLASSIC GERMANY,1,3,2,1,4,0
经典意大利,CIT,12,16,84,ZOFF,1,COSTACURTA,5,BARESI,6,BERGOMI,2,MALDINI,3,D. BAGGIO,8,ALBERTINI,11,BERTI,17,DONADONI,7,R. BAGGIO,10,VIALLI,21,ZENGA,22,PAGLIUCA,12,VIERCHOWOD,4,FERRARA,16,TARDELLI,14,DI LIVIO,13,MANCINI,18,ZOLA,23,VIERI,9,INZAGHI,15,CASIRAGHI,19,P. ROSSI,20,,255,,255,,255,,255,,255,,255,,255,,255,,255,9,9,6,9,9,9,2,255,255,255,255,-,13x60,12x38,14x83,14x19,23x60,23x38,27x83,27x19,36x60,40x38,0,3,4,9,8,14,10,23,22,33,38,0,0,16,17,16,17,17,17,17,17,17,1,0,2,0,0,0,0,0,0,0,0,-,13x60,12x38,14x83,14x19,23x60,23x38,27x83,27x19,36x60,40x38,0,3,4,9,8,14,10,23,22,33,38,0,0,16,17,16,17,17,17,17,17,17,1,0,2,0,0,0,0,0,0,0,0,-,13x60,12x38,14x83,14x19,23x60,23x38,27x83,27x19,36x60,40x38,0,3,4,9,8,14,10,23,22,33,38,0,0,16,17,16,17,17,17,17,17,17,1,0,2,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,10,12,5,8,14,5,14,1,2,2,2,2,2,2,2,2,2,2,2,10,12,5,8,14,5,14,1,2,2,2,2,2,2,2,2,2,2,2,10,12,5,8,14,5,14,1,Classic Italy,ITALIE CLASSIQUE,ITALIEN (KLASSISCH),ITALIA CLASSICA,ITALIA CLáSICA,經典意大利,CLASSIC ITALY,经典意大利,CLASSIC ITALY,CLASSIC ITALY,ITáLIA CLáSSICA,ITALIA CLáSICA,КЛАСС. СБОРНАЯ ИТАЛИИ,ΚΛΑΣΣΙΚΗ ΙΤΑΛΙΑ,KLASSISKA ITALIEN,KLASSIEK ITALI?,CLáSSICO DA ITáLIA,KLAS?K ?TALYA,CLASSIC ITALY,CLASSIC ITALY,1,3,2,1,4,0
经典荷兰,CNL,8,16,85,VAN DER SAR,16,STAM,6,F. DE BOER,4,REIZIGER,5,COCU,14,WINTER,7,EDGAR DAVIDS,21,BERGKAMP,13,R. DE BOER,10,OVERMARS,11,KLUIVERT,9,VAN BREUKELEN,1,RONALD KOEMAN,15,RUUD KROL,12,JAN VOUTERS,3,WIM JANSEN,23,JONK,2,RIJKAARD,17,GULLIT,8,CRUIJFF,20,VAN BASTEN,18,HOOIJDONK,19,V. NISTELROOY,22,,255,,255,,255,,255,,255,,255,,255,,255,,255,7,7,2,8,8,7,2,255,255,255,255,-,12x66,12x38,13x85,13x19,22x61,23x37,34x52,38x85,38x19,41x52,0,7,1,9,8,21,17,26,30,29,38,0,0,0,17,1,1,17,0,8,32,16,1,0,0,0,0,0,0,0,0,0,0,-,12x66,12x38,13x85,13x19,22x61,23x37,34x52,38x85,38x19,41x52,0,7,1,9,8,21,17,26,30,29,38,0,0,0,17,1,1,17,0,8,32,16,1,0,0,0,0,0,0,0,0,0,0,-,12x66,12x38,13x85,13x19,22x61,23x37,34x52,38x85,38x19,41x52,0,7,1,9,8,21,17,26,30,29,38,0,0,0,17,1,1,17,0,8,32,16,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,10,13,14,8,12,13,12,0,2,2,2,2,2,2,2,2,2,2,2,10,13,14,8,12,13,12,0,2,2,2,2,2,2,2,2,2,2,2,10,13,14,8,12,13,12,0,Classic Netherlands,PAYS-BAS CLASSIQUE,NIEDERLANDE (KLASSISCH),OLANDA CLASSICA,PAíSES BAJOS CLáSICOS,經典荷蘭,CLASSIC NETHERLANDS,经典荷兰,CLASSIC NETHERLANDS,CLASSIC NETHERLANDS,HOLANDA CLáSSICA,HOLANDA CLáSICA,КЛАСС. СБ. НИДЕРЛАНДОВ,ΚΛΑΣΣΙΚΗ ΟΛΛΑΝΔΙΑ,KLASSISKA HOLLAND,KLASSIEK NEDERLAND,CLáSSICO DA HOLANDA,KLAS?K HOLLANDA,CLASSIC NETHERLANDS,CLASSIC NETHERLANDS,1,3,2,3,2,0
经典阿根廷,CAR,14,16,86,PUMPIDO,16,OSCAR,6,SENSINI,4,CHAMOT,22,SIMEONE,14,ROGUEIRO,5,CANIGGIA,21,G. LOPEZ,13,MARADONA,10,KEMPES,11,BATISTUTA,9,FILLOL,7,PASSARELLA,15,AYALA,12,SORIN,3,CUCIUFFO,23,BATISTA,2,GALLEGO,17,ARDILES,1,VERON,8,VALDANO,20,DIAZ,18,BALBO,19,,255,,255,,255,,255,,255,,255,,255,,255,,255,8,8,10,8,8,8,8,255,255,255,255,-,11x70,10x52,11x32,22x64,21x38,29x77,29x15,32x52,37x45,44x58,0,7,4,1,14,10,23,22,26,33,38,0,0,0,1,0,17,0,17,0,0,0,1,1,0,1,0,0,1,0,2,2,1,-,11x70,10x52,11x32,22x64,21x38,29x77,29x15,32x52,37x45,44x58,0,7,4,1,14,10,23,22,26,33,38,0,0,0,1,0,17,0,17,0,0,0,1,1,0,1,0,0,1,0,2,2,1,-,11x70,10x52,11x32,22x64,21x38,29x77,29x15,32x52,37x45,44x58,0,7,4,1,14,10,23,22,26,33,38,0,0,0,1,0,17,0,17,0,0,0,1,1,0,1,0,0,1,0,2,2,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,8,14,14,14,10,8,6,1,2,2,2,2,2,2,2,2,2,2,2,8,14,14,14,10,8,6,1,2,2,2,2,2,2,2,2,2,2,2,8,14,14,14,10,8,6,1,Classic Argentina,ARGENTINE CLASSIQUE,ARGENTINIEN (KLASSISCH),ARGENTINA CLASSICA,ARGENTINA CLáSICA,經典阿根廷,CLASSIC ARGENTINA,经典阿根廷,CLASSIC ARGENTINA,CLASSIC ARGENTINA,ARGENTINA CLáSSICA,ARGENTINA CLáSICA,КЛАСС. СБОРН. АРГЕНТИНЫ,ΚΛΑΣΣΙΚΗ ΑΡΓΕΝΤΙΝΗ,KLASSISKA ARGENTINA,KLASSIEK ARGENTINI?,CLáSSICO DA ARGENTINA,KLAS?K ARJANT?N,CLASSIC ARGENTINA,CLASSIC ARGENTINA,1,3,2,3,0,0
经典巴西,CBR,7,16,87,TAFFAREL,1,ALDAIR,13,ROCHA,3,JORGINHO,2,LEONARDO,16,MAURO SILVA,5,DUNGA,4,RAI,18,ZINHO,20,BEBETO,7,ROMARIO,11,LEIO,12,ZAGO,6,CAFU,22,R. CARLOS,23,CONCEICAO,15,SAMPAIO,14,ZICO,8,PELE,10,MULLER,19,RONALDO,9,CARECA,17,ELBER,21,,255,,255,,255,,255,,255,,255,,255,,255,,255,3,7,9,7,7,10,6,255,255,255,255,-,10x63,10x41,15x82,15x16,21x61,22x41,33x55,28x28,38x70,43x56,0,7,1,9,8,14,10,28,24,33,38,0,0,0,16,16,17,0,48,24,16,16,1,0,0,1,1,0,1,1,2,2,2,-,10x63,10x41,15x82,15x16,21x61,22x41,33x55,28x28,38x70,43x56,0,7,1,9,8,14,10,28,24,33,38,0,0,0,16,16,17,0,48,24,16,16,1,0,0,1,1,0,1,1,2,2,2,-,10x63,10x41,15x82,15x16,21x61,22x41,33x55,28x28,38x70,43x56,0,7,1,9,8,14,10,28,24,33,38,0,0,0,16,16,17,0,48,24,16,16,1,0,0,1,1,0,1,1,2,2,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,7,15,15,15,6,6,6,0,2,2,2,2,2,2,2,2,2,2,2,7,15,15,15,6,6,6,0,2,2,2,2,2,2,2,2,2,2,2,7,15,15,15,6,6,6,0,Classic Brazil,BRéSIL CLASSIQUE,BRASILIEN (KLASSISCH),BRASILE CLASSICO,BRASIL CLáSICO,經典巴西,CLASSIC BRAZIL,经典巴西,CLASSIC BRAZIL,CLASSIC BRAZIL,BRASIL CLáSSICO,BRASIL CLáSICO,КЛАСС. СБОРНАЯ БРАЗИЛИИ,ΚΛΑΣΣΙΚΗ ΒΡΑΖΙΛΙΑ,KLASSISKA BRASILIEN,KLASSIEK BRAZILI?,CLáSSICO DO BRASIL,KLAS?K BREZ?LYA,CLASSIC BRAZIL,CLASSIC BRAZIL,1,3,2,3,0,0
阿森纳,ASN,19,16,88,SZCZESNY,1,MERTESACKER,4,VERMAELEN,5,SAGNA,3,K. GIBBS,28,ARTETA,8,WILSHERE,10,S. CAZORLA,19,WALCOTT,14,PODOLSKI,9,GIROUD,12,MANNONE,24,SQUILLACI,18,KOSCIELNY,6,JENKINSON,25,MONREAL,17,COQUELIN,22,RAMSEY,16,DIABY,2,ROSICKY,7,ARSHAVIN,23,CHAMBERLAIN,15,GERVINHO,27,FABIANSKI,21,,255,,255,,255,,255,,255,,255,,255,,255,7,7,5,7,7,5,2,255,255,255,255,-,14x64,14x40,15x88,15x16,23x64,25x38,29x50,36x83,36x21,39x52,0,7,1,9,8,21,17,26,30,29,38,0,0,0,16,16,17,17,17,12,96,40,1,0,0,0,0,1,1,1,1,1,1,-,14x64,14x40,15x88,15x16,23x64,25x38,29x50,36x83,36x21,39x52,0,7,1,9,8,21,17,26,30,29,38,0,0,0,16,16,17,17,17,12,96,40,1,0,0,0,0,1,1,1,1,1,1,-,14x64,14x40,15x88,15x16,23x64,25x38,29x50,36x83,36x21,39x52,0,7,1,9,8,21,17,26,30,29,38,0,0,0,16,16,17,17,17,12,96,40,1,0,0,0,0,1,1,1,1,1,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,2,2,2,2,2,2,2,2,2,2,2,15,14,15,9,14,12,12,0,2,2,2,2,2,2,2,2,2,2,2,15,14,15,9,14,12,12,0,2,2,2,2,2,2,2,2,2,2,2,15,14,15,9,14,12,12,0,Arsenal,NORTH LONDON,NORTH LONDON,NORTH LONDON,NORTH LONDON,阿仙奴,NORTH LONDON,阿森纳,NORTH LONDON,NORTH LONDON,NORTH LONDON,NORTH LONDON,НОРТ ЛОНДОН,ΝΟΡΘ ΛΟΝΤΟΝ,NORTH LONDON,NORTH LONDON,NORTH LONDON,NORTH LONDON,NORTH LONDON,NORTH LONDON,1,3,2,3,2,0
